t_session_sec,abs_ts,phase_rec,trial_idx_rec,simulation_intensity_rec,simulation_intensity_pct_rec,simulation_intensity_window_open_rec,mu_power_rec,beta_power_rec
56.3138,1785919207.047021,B,4,0.2156,0.2167,0,0.9500,0.7841
56.3929,1785919207.126119,B,4,0.2599,0.3633,0,0.9105,0.7488
56.4709,1785919207.204128,B,4,0.2130,0.1033,0,1.0202,0.7892
56.5500,1785919207.283299,B,4,0.1711,0.0733,0,1.0561,0.7696
56.6290,1785919207.362432,B,4,0.1487,0.0967,0,1.0572,0.7368
56.7079,1785919207.441185,B,4,0.1221,0.0600,0,1.0884,0.7643
56.7849,1785919207.518365,B,4,0.1085,0.0767,0,1.0713,0.7457
56.8629,1785919207.596113,B,4,0.1129,0.1233,0,1.0517,0.7291
56.9411,1785919207.674296,B,4,0.1041,0.0833,0,1.0651,0.7501
57.0202,1785919207.753478,B,4,0.1128,0.1333,0,1.0275,0.7716
57.0988,1785919207.832148,B,4,0.1940,0.3833,0,0.9179,0.7399
57.1768,1785919207.910098,B,4,0.2938,0.5267,0,0.8465,0.7283
57.2548,1785919207.988066,B,4,0.2897,0.2800,0,0.9382,0.7831
57.3339,1785919208.067319,B,4,0.3438,0.4700,0,0.8783,0.7285
57.4132,1785919208.146490,B,4,0.3466,0.3533,0,0.9258,0.7405
57.4922,1785919208.225429,B,4,0.3406,0.3267,0,0.9334,0.7429
57.5712,1785919208.304452,B,4,0.3024,0.2133,0,0.9884,0.7360
57.6492,1785919208.382475,B,4,0.2287,0.0567,0,1.1003,0.7571
57.7282,1785919208.461415,B,4,0.2161,0.1867,0,1.0207,0.7077
57.8060,1785919208.539506,B,4,0.1923,0.1367,0,1.0510,0.7249
57.8850,1785919208.618247,B,4,0.2536,0.3967,0,0.9371,0.6977
57.9642,1785919208.697498,B,4,0.2375,0.2000,0,0.9986,0.7449
58.0430,1785919208.776230,B,4,0.3173,0.5033,0,0.8680,0.7051
58.1212,1785919208.854563,B,4,0.3981,0.5867,0,0.8239,0.7050
58.1997,1785919208.932936,B,4,0.4687,0.6333,0,0.7872,0.7032
58.2793,1785919209.012574,B,4,0.5391,0.7033,0,0.7613,0.6894
58.3583,1785919209.091647,B,4,0.5963,0.7300,0,0.7466,0.6769
58.4373,1785919209.170705,B,4,0.6244,0.6900,0,0.7746,0.6732
58.5163,1785919209.249653,B,4,0.6211,0.6133,0,0.8040,0.6771
58.5944,1785919209.327933,B,4,0.6008,0.5533,0,0.8625,0.6574
58.6732,1785919209.406428,B,4,0.5505,0.4333,0,0.9104,0.6766
58.7516,1785919209.484881,B,4,0.5474,0.5400,0,0.8737,0.6455
58.8297,1785919209.563271,B,4,0.5252,0.4733,0,0.8953,0.6597
58.9087,1785919209.642076,B,4,0.5326,0.5500,0,0.8664,0.6538
58.9866,1785919209.719889,B,4,0.5548,0.6067,0,0.8265,0.6536
59.0662,1785919209.799627,B,4,0.6384,0.8333,0,0.7031,0.6293
59.1460,1785919209.879221,B,4,0.7179,0.9033,1,0.6449,0.6307
59.2238,1785919209.957179,B,4,0.7835,0.9367,1,0.6118,0.6266
59.3029,1785919210.036134,B,4,0.8275,0.9300,1,0.6099,0.6328
59.3799,1785919210.113214,B,4,0.8402,0.8700,1,0.6609,0.6459
59.4590,1785919210.192447,B,4,0.8532,0.8833,1,0.6507,0.6267
59.5379,1785919210.271197,B,4,0.8472,0.8333,1,0.6990,0.6231
59.6156,1785919210.349052,B,4,0.7840,0.6367,1,0.7941,0.6500
59.6933,1785919210.426698,B,4,0.7358,0.6233,1,0.8142,0.6344
59.7725,1785919210.505799,B,4,0.6851,0.5667,0,0.8445,0.6341
59.8506,1785919210.584295,B,4,0.6546,0.5833,0,0.8318,0.6245
59.9302,1785919210.663444,B,4,0.6792,0.7367,0,0.7638,0.6184
60.0096,1785919210.742922,B,4,0.7144,0.7967,1,0.7218,0.6277
60.0880,1785919210.821254,B,4,0.7701,0.9000,1,0.6475,0.6076
60.1670,1785919210.900217,B,4,0.8001,0.8700,1,0.6587,0.6306
60.2460,1785919210.979359,B,4,0.8441,0.9467,1,0.6057,0.6227
60.3250,1785919211.058396,B,4,0.8758,0.9500,1,0.5984,0.6346
